"vessel_names";"volume";"product";"group";"family";"start_date";"end_date";"origin";"destination"
"Byzantion";164195;"crude";"crude/co";"Dirty";"2017-04-22";NA;"Angola";NA
"Maran Carina";89510;"FO";"Fuel Oils";"DPP";"2015-10-23";"2015-12-10";"Qatar";"Singapore Republic"
"Ag Neptune";674997;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-03-26";"2018-04-07";"Russian Federation";"Italy"
"Front Antares";590405;"crude";"crude/co";"Dirty";"2019-08-30";"2019-09-08";"Malaysia";"Malaysia"
"Seaways Tanabe";206337;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-11-11";"2018-12-07";"Norway";"United States"
"High Mars";539495;"crude";"crude/co";"Dirty";"2019-03-18";"2019-03-27";"Papua New Guinea";"Australia"
"Tor";712264;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-09-01";"2018-09-12";"Venezuela";"Spain"
"Manifa";694709;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-06-20";"2019-07-16";"United States";"United States"
"Eagle Louisiana";387288;"FO";"Fuel Oils";"DPP";"2013-03-14";"2013-04-01";"Iran";"Syria"
"Alpine Melina";115323;"crude";"crude/co";"Dirty";"2017-12-19";"2018-01-06";"Libya";"South Korea"
"Antigua I";763060;"Jet";"Kero/Jet";"Middle Distillates";"2017-08-08";"2017-09-03";"Iran";"United Arab Emirates"
"Shturman Koshelev";496146;"crude";"crude/co";"Dirty";"2020-04-29";"2020-08-06";"Saudi Arabia";"Thailand"
"Donegal Spirit";92277;"crude";"crude/co";"Dirty";"2017-02-06";"2017-02-19";"Algeria";"Algeria"
"Esther Spirit";119040;"FO";"Fuel Oils";"DPP";"2016-05-08";"2016-05-08";"Saudi Arabia";"India"
"Maran Cygnus";50897;"crude";"crude/co";"Dirty";"2017-09-18";"2017-10-24";"United States";"Nigeria"
"Galilean 7";66590;"FO";"Fuel Oils";"DPP";"2019-08-23";"2019-08-24";"Russian Federation";"Turkey"
"Delta Captain";669858;"crude";"crude/co";"Dirty";"2015-06-11";"2015-08-19";"United States";"Philippines"
"St. Gertrud";859571;"crude";"crude/co";"Dirty";"2017-03-02";"2017-05-17";"Russian Federation";"Italy"
"Gamalama";1170118;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-06-15";"2017-07-12";"Russian Federation";"Italy"
"East Coast";370237;"crude";"crude/co";"Dirty";"2019-06-18";"2019-08-14";"Brazil";"Brazil"
"Chrisopigi Lady";749588;NA;"Gasoline/Naphtha";"Light Ends";"2017-06-23";"2017-07-04";"China";"Thailand"
"Overseas Texas City";193908;"FO";"Fuel Oils";"DPP";"2017-04-04";"2017-05-17";"Canada";"Finland"
"Ultimate";345417;"crude";"crude/co";"Dirty";"2019-09-23";"2019-10-15";"India";"India"
"Cap Felix";113518;NA;"crude/co";"Dirty";"2014-09-07";"2014-09-26";"Netherlands";"Nigeria"
"Santa Marina";297067;"crude";"crude/co";"Dirty";"2017-08-28";"2017-09-15";"Curacao";"United States"
"Maersk Mississippi";41324;"FO";"Fuel Oils";"DPP";"2019-06-03";NA;"Spain";NA
"Folegandros I";304791;"crude";"crude/co";"Dirty";"2013-06-03";"2013-06-03";"Canada";"United States"
"Fpmc C Orient";73087;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-07-12";"2017-07-20";"Malaysia";"Malaysia"
"Minerva Zoe";743380;"FO";"Fuel Oils";"DPP";"2019-10-15";"2019-10-18";"Libya";"China"
"Gulf Aetos";104675;"crude";"crude/co";"Dirty";"2020-05-16";"2020-06-05";"Canada";"United States"
"Alberta";107920;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-01-05";"2017-03-17";"Turkey";"Morocco"
"Navion Gothenburg";92353;"crude";"crude/co";"Dirty";"2014-12-05";"2014-12-16";"India";"Jordan"
"Bukha";1030793;"crude";"crude/co";"Dirty";"2017-08-09";"2017-08-18";"Russian Federation";"Belgium"
"Erikoussa";547980;"crude";"crude/co";"Dirty";"2019-08-15";"2019-08-26";"Russian Federation";"United States"
"New Friendship";125318;"Clean Condensate";"Blendings";"Light Ends";"2018-02-24";"2018-02-27";"Belgium";"Netherlands"
"St Zeezee";234603;"VGO";"Fuel Oils";"DPP";"2014-03-20";"2014-03-27";"Russian Federation";"Italy"
"Desh Mahima";18020;NA;"Gasoline/Naphtha";"Light Ends";"2017-06-03";"2017-06-16";"Italy";"Italy"
"Clean Thrasher";293444;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-04-03";"2018-04-27";"Russian Federation";"Italy"
"Sake";528671;"crude";"crude/co";"Dirty";"2019-07-30";"2019-08-01";"Iran";"France"
"Nordmerkur";821424;NA;"Fuel Oils";"DPP";"2016-01-25";"2016-01-28";"Netherlands";"Oman"
"Nordic Wolverine";995287;"Jet";"Kero/Jet";"Middle Distillates";"2017-10-31";"2017-11-05";"Nigeria";"Netherlands"
"Punta Piramides";156924;"crude";"crude/co";"Dirty";"2017-03-08";"2017-03-13";"Brazil";"Brazil"
"Dhonoussa";139583;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-02-13";"2020-03-11";"Brunei";"Indonesia"
"Brasil 2014";299998;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-08-08";"2016-08-11";"Indonesia";"Bangladesh"
"Ns Columbus";70565;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2013-05-09";"2013-05-15";"United States";"Mexico"
"Horizon Theano";107643;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-12-25";"2020-01-07";"United States";"Mexico"
"Ras Maersk";448117;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-06-17";"2020-06-21";"United States";"Chile"
"Eagle Paraiba";407887;"crude";"crude/co";"Dirty";"2016-02-12";"2016-03-15";"Saudi Arabia";"Saudi Arabia"
"Advantage Arrow";1015489;"crude";"crude/co";"Dirty";"2017-11-17";"2017-12-01";"India";"Netherlands"
"Iver Prosperity";671600;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-08-08";"2019-08-21";"Algeria";"United States"
"BW Thames";251328;NA;"crude/co";"Dirty";"2016-11-25";"2016-12-11";"Venezuela";"Panama"
"Diyala";42519;NA;"crude/co";"Dirty";"2018-01-06";"2018-02-07";"Bahamas";"United States"
"Ryman";52658;"crude";"crude/co";"Dirty";"2017-06-27";"2017-07-05";"Kuwait";"China"
"Bintang Samudra T";541590;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2019-05-15";"2019-05-28";"Saudi Arabia";"United Arab Emirates"
"Bossa Nova Spirit";717837;"crude";"crude/co";"Dirty";"2019-05-12";"2019-05-17";"United States";"Mexico"
"Bro Deliverer";965246;NA;"crude/co";"Dirty";"2020-01-23";"2020-01-26";"Venezuela";"Curacao"
"Evagoras";383722;"FO";"Fuel Oils";"DPP";"2020-01-30";"2020-02-18";"Iraq";"India"
"Eco Beverly Hills";1038076;"Blending Comps";"Blendings";"Light Ends";"2019-07-27";NA;"Ghana";NA
"Asta";192147;"Jet";"Kero/Jet";"Middle Distillates";"2017-05-14";"2017-05-17";"Venezuela";"Bonaire"
"Maran Poseidon";354588;NA;"crude/co";"Dirty";"2015-09-15";"2015-09-23";"United States";"United States"
"Nord Gainer";213463;NA;"Gasoline/Naphtha";"Light Ends";"2020-01-31";"2020-03-08";"Mexico";"Caribbean Netherlands"
"Ads Serenade";333334;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2019-11-10";"2019-11-18";"Saudi Arabia";"South Korea"
"Nord Bell";724491;"crude";"crude/co";"Dirty";"2013-02-02";"2013-03-07";"Estonia";"United States"
"Kyo-Ei";71464;"crude";"crude/co";"Dirty";"2018-02-22";"2018-04-09";"Latvia";"Sweden"
"Flagship Sage";599997;"Jet";"Kero/Jet";"Middle Distillates";"2014-01-28";"2014-02-12";"Russian Federation";"Netherlands"
"Sea Star";332932;"crude";"crude/co";"Dirty";"2017-08-06";"2017-08-17";"Qatar";"South Korea"
"Xin Han Yang";772174;"crude";"crude/co";"Dirty";"2019-07-01";"2019-07-03";"Russian Federation";"Puerto Rico"
"Torm Torino";522268;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-08-07";"2016-08-10";"Qatar";"South Korea"
"Front Empire";77999;"crude";"crude/co";"Dirty";"2016-06-10";"2016-06-13";"Russian Federation";"Romania"
"Marbella";90000;"crude";"crude/co";"Dirty";"2018-03-06";"2018-03-13";"Indonesia";"Indonesia"
"Columbus";376526;"crude";"crude/co";"Dirty";"2020-04-04";NA;"Libya";NA
"New Pearl";383452;"crude";"crude/co";"Dirty";"2017-06-24";"2017-06-27";"Brunei";"Singapore Republic"
"Vulcanello M";8189;"FO";"Fuel Oils";"DPP";"2014-02-21";"2014-03-17";"Caribbean Netherlands";"United States"
"Nor'Easter";348015;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2020-02-20";"2020-04-03";"United States";"Mexico"
"Dht Lion";959170;"crude";"crude/co";"Dirty";"2020-03-20";"2020-06-23";"Colombia";"United States"
"C. Primacy";326623;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-08-06";"2018-08-12";"Singapore Republic";"Thailand"
"Marlin Azurite";1040410;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-02-20";"2020-02-24";"Brazil";"United States Virgin Islands"
"Hellas Nemesis";351594;"crude";"crude/co";"Dirty";"2018-08-28";"2018-08-30";"Indonesia";"United States"
"Seaways Redwood";155622;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2019-11-23";"2019-11-29";"Brazil";"Brazil"
"Flagship Orchid";520211;"crude";"crude/co";"Dirty";"2015-07-30";"2015-09-12";"Egypt";"Malta"
"Gener8 Phoenix";57407;"crude";"crude/co";"Dirty";"2019-01-15";"2019-01-25";"Russian Federation";"United Kingdom"
"Anatoly Kolodkin";34820;"FO";"Fuel Oils";"DPP";"2019-10-25";"2019-10-26";"New Zealand";"New Zealand"
"Torm Mathilde";174806;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-02-07";"2016-02-25";"Saudi Arabia";"Japan"
"Arionas";101360;"crude";"crude/co";"Dirty";"2019-04-06";"2019-04-09";"Singapore Republic";"Hong Kong"
"Centenario";326673;"crude";"crude/co";"Dirty";"2020-03-29";"2020-04-07";"Saudi Arabia";"Egypt"
"Rustaq Silver";89994;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-01-03";"2020-01-07";"Brazil";"Brazil"
"Shizukisan";178781;NA;"crude/co";"Dirty";"2019-08-02";"2019-08-15";"Russian Federation";"Portugal"
"Pavinospirit";103643;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-05-21";"2020-05-29";"Argentina";"Argentina"
"Caesar";173586;"crude";"crude/co";"Dirty";"2019-08-01";"2019-08-26";"Singapore Republic";"Indonesia"
"Scorpio";12818;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-04-13";"2017-04-26";"Iraq";"South Korea"
"Sara";962932;"FO";"Fuel Oils";"DPP";"2015-09-16";"2015-09-18";"Netherlands";"Malta"
"Ebn Batuta";223596;"crude";"crude/co";"Dirty";"2018-04-15";"2018-04-16";"Brazil";"China"
"Olaf";280626;"Jet";"Kero/Jet";"Middle Distillates";"2017-04-13";"2017-05-29";"Russian Federation";"Finland"
"American Pride";670789;NA;"Kero/Jet";"Middle Distillates";"2015-03-24";"2015-05-01";"South Africa";"Thailand"
"High Voyager";138143;"crude";"crude/co";"Dirty";"2018-12-25";"2019-01-02";"Argentina";"United States"
"Fairchem Kiso";127104;"crude";"crude/co";"Dirty";"2020-07-14";"2020-07-29";"Russian Federation";"Germany"
"Robert Maersk";727517;"crude";"crude/co";"Dirty";"2014-12-29";"2015-02-16";"United States";"Mexico"
"Elandra Sound";1005646;"crude";"crude/co";"Dirty";"2019-02-24";"2019-03-14";"Iraq";"United States"
"Daffodil";238861;"crude";"crude/co";"Dirty";"2018-11-03";"2018-11-20";"United Kingdom";"Spain"
"Seasong";49997;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2016-10-09";"2016-10-19";"United Arab Emirates";"United Arab Emirates"
"Eurovoyager";174888;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-01-17";"2018-01-18";"Lithuania";"Morocco"
"Suula";162138;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-03-16";"2019-03-20";"Iran";"India"
"Pgc Aspropyrgos";74597;NA;"crude/co";"Dirty";"2018-02-08";"2018-03-03";"Russian Federation";"United States"
"Konstantin Jacob";378093;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2019-01-20";NA;"Russian Federation";NA
"Hafnia Victoria";344316;"crude";"crude/co";"Dirty";"2014-05-02";"2014-05-08";"India";"Taiwan"
"As Suwayq";544999;"crude";"crude/co";"Dirty";"2018-01-28";"2018-01-29";"United Kingdom";"Netherlands"
"Bag Meur";709691;"crude";"crude/co";"Dirty";"2020-06-29";"2020-07-13";"India";"Mozambique"
"Eagle San Diego";261228;"crude";"crude/co";"Dirty";"2015-12-22";"2015-12-28";"Iraq";"India"
"Kutch Bay";2072058;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-06-01";"2020-06-02";"Qatar";"Japan"
"Bai Lu Zuo";337398;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-06-25";"2014-07-30";"Mexico";"Japan"
"Gulf Crystal";245069;NA;"crude/co";"Dirty";"2020-04-05";"2020-04-14";"Brazil";"Brazil"
"Trysil Spirit";707999;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2013-09-22";"2013-10-04";"Denmark";"Greece"
"South Sea";241717;NA;"Fuel Oils";"DPP";"2018-05-18";"2018-05-28";"Iran";"United Arab Emirates"
"Galilean 7";411825;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-09-15";"2017-09-20";"Russian Federation";"Finland"
"Evros";152748;"crude";"crude/co";"Dirty";"2019-12-17";"2020-01-02";"Russian Federation";"Sweden"
"Waikiki";9403;"crude";"crude/co";"Dirty";"2013-12-15";"2014-01-05";"Georgia";"Italy"
"Wang Chi";363777;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-09-16";"2016-09-18";"Russian Federation";"Denmark"
"Picton";14755;"crude";"crude/co";"Dirty";"2014-05-17";"2014-06-12";"Norway";"Norway"
"Kashimasan";357286;NA;"Fuel Oils";"DPP";"2016-07-18";"2016-07-21";"Russian Federation";"South Korea"
"Chokaisan";159308;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2013-09-05";"2013-09-30";"Venezuela";"United States"
"Lorelei";2046974;"crude";"crude/co";"Dirty";"2018-02-22";"2018-02-25";"United Arab Emirates";"United Arab Emirates"
"Oak Express";16347;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-03-07";"2017-04-07";"Indonesia";"Indonesia"
"Namrata";66590;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-01-20";NA;"Colombia";NA
"Aiolos";429197;"crude";"crude/co";"Dirty";"2015-06-14";"2015-06-19";"Brazil";"Brazil"
"Colorado Star";53853;"crude";"crude/co";"Dirty";"2015-12-13";NA;"Mexico";NA
"Blackcomb Spirit";171491;"crude";"crude/co";"Dirty";"2020-08-19";"2020-08-26";"Saudi Arabia";"Jordan"
"Aktea";1197649;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-05-03";"2016-05-17";"Russian Federation";"Lebanon"
"Aldus";50375;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-06-26";"2018-07-05";"Angola";"China"
"Bw Egret";437494;"crude";"crude/co";"Dirty";"2018-01-28";"2018-02-14";"China";"China"
"Sanmar Sruthi";345417;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2020-04-01";"2020-04-20";"Saudi Arabia";"Saudi Arabia"
"Norstar Integrity";766042;"crude";"crude/co";"Dirty";"2014-01-30";"2014-02-02";"United Arab Emirates";"Japan"
"Xin Yong Yang";96699;NA;"Gasoil/Diesel";"Middle Distillates";"2018-10-29";NA;"United States";NA
"Voyager I";625980;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-05-30";"2017-06-13";"Japan";"Philippines"
"Fpmc C Lord";187977;"crude";"crude/co";"Dirty";"2019-05-18";"2019-05-25";"Singapore Republic";"Indonesia"
"T Augusta";72339;"VGO";"Fuel Oils";"DPP";"2018-08-17";"2018-08-19";"Guinea";"Malta"
"Stavanger Falcon";110077;"Jet";"Kero/Jet";"Middle Distillates";"2018-11-30";"2018-12-01";"Russian Federation";"Denmark"
"Artemis";74911;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-12-27";"2018-02-11";"Saudi Arabia";"South Korea"
"Ridgebury Pallas";182895;"Jet";"Kero/Jet";"Middle Distillates";"2019-08-20";"2019-08-22";"Saudi Arabia";"South Korea"
"Grand Ace 11";568636;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-12-13";"2017-12-16";"Norway";"France"
"Norviken";546465;"crude";"crude/co";"Dirty";"2014-07-17";"2014-07-18";"United Arab Emirates";"United Arab Emirates"
"Akane";51318;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-10-09";"2019-10-12";"United States";"China"
"Horaisan";620628;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-02-21";"2020-02-29";"Malaysia";"Malaysia"
"Agrari";37468;"Jet";"Kero/Jet";"Middle Distillates";"2018-04-30";"2018-06-04";"Malaysia";"Malaysia"
"Athens Warrior";85686;"RFO";"Fuel Oils";"DPP";"2018-05-14";"2018-06-03";"Peru";"Brazil"
"Nordic Spirit";43280;"crude";"crude/co";"Dirty";"2020-01-08";"2020-01-24";"Iran";"United Arab Emirates"
"Iver Prosperity";71942;"crude";"crude/co";"Dirty";"2020-08-09";"2020-08-17";"South Korea";"China"
"Carlton";199997;"VGO";"Fuel Oils";"DPP";"2020-06-19";"2020-07-02";"India";"Singapore Republic"
"Dinah";704666;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-10-29";"2018-11-09";"Finland";"United States"
"Shizukisan";630000;"Jet";"Kero/Jet";"Middle Distillates";"2019-12-03";"2020-01-21";"India";"India"
"Nordmerkur";776313;"crude";"crude/co";"Dirty";"2017-10-18";"2017-11-10";"Iraq";"Bulgaria"
"Minerva Zoe";343838;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2016-05-15";"2016-05-30";"Russian Federation";"South Korea"
"Fjellanger";123336;"crude";"crude/co";"Dirty";"2019-06-19";"2019-06-23";"Indonesia";"Indonesia"
"Takahashi";118034;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2017-04-17";"2017-04-18";"Iraq";"Turkey"
"Jag Prakash";70011;"crude";"crude/co";"Dirty";"2015-11-30";"2016-01-21";"Iraq";"China"
"Chem Taurus";170988;"Blending Comps";"Blendings";"Light Ends";"2018-07-25";"2018-07-28";"Republic of the Congo";"Portugal"
"Pag";259146;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-11-01";"2018-11-16";"Russian Federation";"Greece"
"Atlantas";349839;"crude";"crude/co";"Dirty";"2017-02-19";NA;"Iraq";NA
"Kronviken";224087;"crude";"crude/co";"Dirty";"2018-06-27";"2018-06-29";"Russian Federation";"Russian Federation"
"Ns Silver";265190;NA;"Fuel Oils";"DPP";"2017-12-11";"2017-12-30";"Turkey";"Italy"
"Shturman Ovtsyn";344279;"crude";"crude/co";"Dirty";"2020-05-31";"2020-06-26";"France";"China"
"Advantage Value";57230;"FO";"Fuel Oils";"DPP";"2019-05-23";"2019-06-15";"Brazil";"Brazil"
"Sm White Whale 2";75024;"crude";"crude/co";"Dirty";"2019-04-28";"2019-05-08";"Iraq";"Turkey"
"Chem Polaris";325095;"crude";"crude/co";"Dirty";"2019-09-21";"2019-11-02";"Russian Federation";"Belgium"
"Team Allegro";33166;"crude";"crude/co";"Dirty";"2017-03-26";"2017-04-02";"China";"Belgium"
"New Tinos";994557;"crude";"crude/co";"Dirty";"2018-07-07";NA;"Norway";NA
"Montreal Spirit";704446;"crude";"crude/co";"Dirty";"2020-05-12";"2020-05-14";"Denmark";"United States"
"Selecao";1115982;"crude";"crude/co";"Dirty";"2018-05-09";NA;"Latvia";NA
"Leon Apollon";250768;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-11-28";"2018-12-27";"Iraq";"Italy"
"Gerakas";37462;"FO";"Fuel Oils";"DPP";"2017-03-18";"2017-03-25";"Mexico";"Mexico"
"Panagia Armata";27907;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-11-21";"2017-12-04";"Canada";"United States"
"Bunga Kelana 7";1024899;"crude";"crude/co";"Dirty";"2019-04-12";"2019-05-01";"United Kingdom";"United Kingdom"
"Kun Lun You 206";31600;NA;"crude/co";"Dirty";"2018-01-12";"2018-02-07";"Russian Federation";"France"
"Dominia";768312;"crude";"crude/co";"Dirty";"2018-07-16";NA;"Greece";NA
"P Fos";292123;"crude";"crude/co";"Dirty";"2018-09-01";"2018-09-04";"Spain";"Spain"
"Ps Amalfi";217174;"RFO";"Fuel Oils";"DPP";"2016-12-01";"2016-12-07";"India";"Singapore Republic"
"Sten Bothnia";284991;"crude";"crude/co";"Dirty";"2017-01-01";"2017-01-08";"Russian Federation";"France"
"Kapsali";13982;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2013-06-18";"2013-06-25";"Libya";"Italy"
"Unique Infinity";599997;"Blending Comps";"Blendings";"Light Ends";"2017-07-06";"2017-07-17";"Russian Federation";"South Korea"
"Baltic Freedom";207827;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-12-01";"2015-12-07";"Libya";"Netherlands"
"Silver Valerie";263316;"crude";"crude/co";"Dirty";"2019-04-13";"2019-04-14";"Norway";"Ireland"
"Krymsk";146389;"FO";"Fuel Oils";"DPP";"2018-11-25";"2018-12-05";"Saudi Arabia";"United States"
"Lulu";599997;"condensate";"crude/co";"Dirty";"2014-07-28";"2014-08-05";"Algeria";"France"
"Vulcano M";49915;"crude";"crude/co";"Dirty";"2014-11-20";"2014-12-15";"Thailand";"Vietnam"
"Diamond Ii";333668;"crude";"crude/co";"Dirty";"2019-08-08";"2019-09-21";"Taiwan";"South Korea"
"Sti Camden";860464;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-04-16";"2020-04-18";"Brazil";"Brazil"
"Karema";500002;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-07-28";"2020-08-09";"Lithuania";"Sweden"
"Nave Atropos";99026;"crude";"crude/co";"Dirty";"2019-11-10";"2019-11-14";"Saudi Arabia";"Hong Kong"
"Princess Mary";86912;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-10-17";"2014-11-08";"Libya";"Italy"
"Seachance";443815;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-10-04";"2019-10-10";"Venezuela";"India"
"Grena Knutsen";11780;"crude";"crude/co";"Dirty";"2019-07-25";"2019-08-04";"Brazil";"United States"
"Lena Knutsen";343404;"FO";"Fuel Oils";"DPP";"2019-07-03";"2019-07-04";"Mexico";"United States"
"Ratu Enra";238698;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-12-18";"2014-12-22";"Saudi Arabia";"India"
"Kazan";180070;"FO";"Fuel Oils";"DPP";"2019-01-19";"2019-02-11";"South Korea";"Taiwan"
"Sloman Thetis";158949;"crude";"crude/co";"Dirty";"2016-03-09";"2016-03-13";"Brazil";"Brazil"
"Cap Victor";1036736;"FO";"Fuel Oils";"DPP";"2019-05-31";"2019-06-03";"Saudi Arabia";"United Arab Emirates"
"Cs Brilliance";999998;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-01-30";NA;"United States";NA
"Aurora N.";772093;"crude";"crude/co";"Dirty";"2017-02-17";"2017-03-19";"United Arab Emirates";"Japan"
"Lysias";309125;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-12-05";"2020-01-11";"India";"South Korea"
"Summit Spirit";1369964;NA;"crude/co";"Dirty";"2020-03-08";"2020-03-29";"Togo";"Nigeria"
"Sks Driva";379237;"crude";"crude/co";"Dirty";"2019-04-11";"2019-04-19";"Indonesia";"Japan"
"Bluebird";318679;"crude";"crude/co";"Dirty";"2016-04-18";"2016-04-23";"South Korea";"Mexico"
"Eli Akaso";320799;NA;"Gasoline/Naphtha";"Light Ends";"2016-05-02";"2016-06-05";"Algeria";"United States"
"High Loyalty";365928;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-11-15";"2015-12-03";"United States";"Dominican Republic"
"Chem Wolverine";495052;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2016-08-25";"2016-09-20";"Brazil";"Brazil"
"Maritime Equator";742;"crude";"crude/co";"Dirty";"2016-09-29";"2016-10-18";"Venezuela";"Sweden"
"Bro Deliverer";30675;"crude";"crude/co";"Dirty";"2019-06-05";"2019-06-09";"Netherlands";"United States"
"Runner";80377;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2013-09-04";NA;"Algeria";NA
"Champion Pleasure";566233;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-09-12";NA;"Sudan";NA
"Atlantic Jupiter";686186;"crude";"crude/co";"Dirty";"2020-05-30";"2020-06-03";"United Arab Emirates";"Japan"
"Xanthos";414762;"crude";"crude/co";"Dirty";"2018-12-19";"2018-12-20";"Algeria";"United States"
"Spartakos";312207;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2013-11-08";"2013-11-13";"China";"China"
